region,date,average_temperature,highest_temperature,lowest_temperature,rainfall,humidity,sunshine_duration,weather_condition
贵州,2025-07-14,23.1,28.5,18.9,1.1,83.0,12.47,中毛毛雨
辽宁,2025-07-14,25.1,29.8,19.8,0.0,59.0,13.7,大部晴朗
重庆,2025-07-14,31.4,36.6,26.6,0.0,75.0,12.25,局部多云
陕西,2025-07-14,34.9,41.8,27.7,0.0,41.0,12.4,局部多云
青海,2025-07-14,23.7,30.8,15.7,0.0,56.0,13.11,多云
黑龙江,2025-07-14,24.3,29.2,18.4,0.0,62.0,14.67,晴天
上海,2025-07-15,30.0,35.5,24.0,0.2,62.0,11.86,小毛毛雨
云南,2025-07-15,19.5,24.9,15.5,4.25,87.0,12.01,中雨
内蒙古,2025-07-15,25.2,31.0,20.5,0.4,70.0,13.05,小毛毛雨
北京,2025-07-15,26.1,30.9,22.6,4.25,70.0,5.93,中雨
吉林,2025-07-15,25.5,30.5,20.1,0.6,59.0,11.28,小毛毛雨
四川,2025-07-15,30.7,35.8,24.9,0.0,71.0,12.37,大部晴朗
天津,2025-07-15,25.4,27.6,21.8,4.25,72.0,4.23,中雨
宁夏,2025-07-15,32.4,38.5,26.5,0.0,32.0,12.18,局部多云
安徽,2025-07-15,32.8,37.4,28.4,0.0,65.0,12.35,多云
山东,2025-07-15,30.1,33.0,24.1,4.25,51.0,6.22,中雨
山西,2025-07-15,28.8,36.1,22.8,0.0,65.0,12.59,多云
广东,2025-07-15,28.3,30.9,26.2,1.8,88.0,5.97,小毛毛雨
广西,2025-07-15,28.3,32.0,25.0,4.25,85.0,9.78,中雨
新疆,2025-07-15,28.7,35.1,23.0,0.0,28.0,11.97,多云
江苏,2025-07-15,29.4,33.2,25.0,2.4,72.0,11.17,小雨
江西,2025-07-15,31.5,35.6,27.5,0.2,74.0,11.78,小毛毛雨
河北,2025-07-15,29.2,33.7,26.0,1.1,74.0,9.66,中毛毛雨
河南,2025-07-15,35.7,42.3,29.5,0.0,47.0,11.36,多云
浙江,2025-07-15,29.1,35.3,25.0,4.25,79.0,12.64,中雨
海南,2025-07-15,28.8,31.3,25.9,0.2,84.0,12.27,小毛毛雨
湖北,2025-07-15,34.2,38.0,29.6,0.0,60.0,13.0,多云
湖南,2025-07-15,33.5,38.5,28.0,0.0,62.0,13.0,多云
甘肃,2025-07-15,29.3,36.7,21.6,0.1,48.0,12.86,小毛毛雨
福建,2025-07-15,29.9,33.8,27.1,0.8,84.0,12.8,小毛毛雨
西藏,2025-07-15,16.8,25.0,10.8,4.25,59.0,13.28,中雨
贵州,2025-07-15,23.8,29.2,18.7,0.4,78.0,13.25,小毛毛雨
辽宁,2025-07-15,25.6,30.2,20.1,0.0,65.0,8.44,多云
重庆,2025-07-15,33.0,38.8,27.5,0.0,67.0,12.57,多云
陕西,2025-07-15,37.0,43.7,29.6,0.0,35.0,12.33,多云
青海,2025-07-15,24.0,29.6,16.7,2.1,56.0,11.81,中毛毛雨
黑龙江,2025-07-15,25.4,30.1,20.2,0.2,65.0,14.35,小毛毛雨
上海,2025-07-16,32.9,38.2,28.9,0.3,65.0,8.1,小毛毛雨
云南,2025-07-16,19.7,24.6,16.4,4.25,87.0,12.08,中雨
内蒙古,2025-07-16,23.9,30.5,16.6,0.0,60.0,13.17,多云
北京,2025-07-16,26.0,30.0,21.5,0.4,70.0,10.94,小毛毛雨
吉林,2025-07-16,23.9,27.8,21.5,4.25,78.0,5.01,中雨
四川,2025-07-16,32.8,38.7,26.5,0.0,64.0,12.23,多云
天津,2025-07-16,24.6,28.6,21.2,0.0,77.0,11.36,多云
宁夏,2025-07-16,30.1,36.3,24.4,0.1,33.0,8.57,小毛毛雨
安徽,2025-07-16,32.9,38.5,28.0,4.25,68.0,8.67,大雨
山东,2025-07-16,27.1,30.6,24.0,4.25,78.0,11.76,大雨
山西,2025-07-16,27.7,32.2,23.2,0.0,52.0,11.59,多云
广东,2025-07-16,30.4,34.2,27.2,0.7,79.0,12.85,小毛毛雨
广西,2025-07-16,29.0,32.4,26.0,2.8,85.0,12.29,小雨
新疆,2025-07-16,28.0,33.7,21.6,0.0,32.0,9.82,多云
江苏,2025-07-16,32.4,36.5,28.0,1.1,69.0,9.51,中毛毛雨
江西,2025-07-16,33.3,38.0,28.6,0.0,65.0,12.85,多云
河北,2025-07-16,27.6,32.0,23.3,0.4,77.0,11.05,小毛毛雨
河南,2025-07-16,32.4,35.5,28.4,0.0,57.0,11.15,多云
浙江,2025-07-16,31.8,37.0,27.0,0.4,70.0,10.37,小毛毛雨
海南,2025-07-16,29.2,32.0,26.5,1.4,86.0,12.77,中毛毛雨
湖北,2025-07-16,35.3,39.5,31.2,0.0,55.0,12.24,多云
湖南,2025-07-16,34.8,39.7,29.5,0.0,55.0,13.0,多云
甘肃,2025-07-16,29.1,35.1,24.4,0.6,51.0,11.99,小毛毛雨
福建,2025-07-16,29.9,33.6,27.0,1.1,85.0,10.07,中毛毛雨
西藏,2025-07-16,14.9,20.2,11.3,4.25,71.0,8.7,中雨
贵州,2025-07-16,24.1,29.5,20.1,0.6,81.0,10.66,小毛毛雨
辽宁,2025-07-16,22.0,23.9,20.6,4.25,91.0,0.0,中雨
重庆,2025-07-16,34.5,40.3,28.1,0.0,58.0,12.28,多云
陕西,2025-07-16,36.7,41.9,31.6,0.0,38.0,12.1,多云
青海,2025-07-16,23.5,30.7,17.5,3.3,58.0,12.01,小雨
黑龙江,2025-07-16,25.0,29.0,21.8,1.7,73.0,13.22,小毛毛雨
上海,2025-07-17,31.0,37.8,26.7,4.25,76.0,8.05,中雨
云南,2025-07-17,20.9,26.8,16.3,1.4,80.0,12.86,中毛毛雨
内蒙古,2025-07-17,23.8,30.5,15.8,0.0,62.0,13.04,多云
北京,2025-07-17,30.8,36.2,24.4,0.0,46.0,12.74,局部多云
吉林,2025-07-17,23.7,28.5,20.1,4.25,80.0,12.24,大雨
四川,2025-07-17,34.1,40.2,27.8,0.5,54.0,12.06,小毛毛雨
天津,2025-07-17,27.2,31.9,22.6,0.0,71.0,12.68,晴天
宁夏,2025-07-17,30.6,36.5,23.9,0.1,33.0,12.22,小毛毛雨
安徽,2025-07-17,31.0,36.2,26.4,0.7,71.0,10.44,小毛毛雨
山东,2025-07-17,27.5,32.2,22.5,0.0,70.0,12.76,大部晴朗
山西,2025-07-17,27.6,33.3,21.2,0.0,45.0,12.16,多云
广东,2025-07-17,30.5,33.0,27.6,4.2,81.0,13.0,中雨
广西,2025-07-17,30.2,34.7,26.4,0.4,79.0,12.52,小毛毛雨
新疆,2025-07-17,26.3,28.1,24.2,0.0,37.0,1.3,多云
江苏,2025-07-17,29.5,33.0,27.2,3.0,81.0,8.36,中毛毛雨
江西,2025-07-17,33.6,38.6,29.5,4.25,63.0,10.17,中雨
河北,2025-07-17,29.0,34.0,23.2,4.25,69.0,12.07,大雨
河南,2025-07-17,32.5,38.0,27.5,0.0,49.0,12.71,多云
浙江,2025-07-17,30.2,36.0,26.0,4.25,79.0,8.65,大雨
海南,2025-07-17,29.3,32.4,26.4,0.0,83.0,12.78,多云
湖北,2025-07-17,31.9,35.2,28.5,4.25,77.0,8.38,中雨
湖南,2025-07-17,34.2,38.6,27.5,4.25,58.0,10.01,大雨
甘肃,2025-07-17,27.6,34.3,23.0,3.0,60.0,7.35,小雨
福建,2025-07-17,29.7,33.6,28.2,4.25,85.0,7.38,中雨
西藏,2025-07-17,16.1,22.8,11.1,4.25,66.0,12.87,中雨
贵州,2025-07-17,25.1,30.6,20.5,0.2,75.0,11.81,小毛毛雨
辽宁,2025-07-17,23.7,27.8,20.4,4.25,83.0,8.66,中雨
重庆,2025-07-17,35.8,41.5,29.8,0.0,48.0,12.18,多云
陕西,2025-07-17,33.5,37.7,28.2,4.25,44.0,11.24,中雨
青海,2025-07-17,22.8,32.9,16.7,4.25,69.0,11.0,中雨
黑龙江,2025-07-17,24.2,28.0,21.1,4.25,82.0,9.3,大雨
上海,2025-07-18,27.0,32.4,24.9,4.25,85.0,6.28,大雨
云南,2025-07-18,21.7,26.8,16.1,0.1,76.0,10.88,小毛毛雨
内蒙古,2025-07-18,26.2,32.8,19.0,0.0,56.0,13.0,多云
北京,2025-07-18,31.8,37.7,24.9,0.7,46.0,12.38,小毛毛雨
吉林,2025-07-18,23.9,26.8,20.5,4.25,85.0,9.85,小雨
四川,2025-07-18,31.1,34.0,28.9,3.9,67.0,7.14,小雨
天津,2025-07-18,28.1,32.5,22.8,0.0,70.0,12.56,局部多云
宁夏,2025-07-18,27.9,35.0,23.5,4.25,58.0,7.74,中雨
安徽,2025-07-18,30.9,35.7,25.9,0.0,58.0,13.01,多云
山东,2025-07-18,29.6,35.5,23.0,0.1,58.0,12.74,小毛毛雨
山西,2025-07-18,28.6,34.5,22.2,0.0,46.0,12.99,多云
广东,2025-07-18,29.2,33.1,26.5,4.25,86.0,6.34,中雨
广西,2025-07-18,30.6,35.2,26.4,0.0,79.0,11.03,多云
新疆,2025-07-18,28.6,35.7,21.1,0.0,32.0,13.14,晴天
江苏,2025-07-18,29.4,34.3,25.6,0.4,70.0,12.74,小毛毛雨
江西,2025-07-18,32.9,38.0,28.5,0.5,66.0,13.0,小毛毛雨
河北,2025-07-18,31.2,36.5,25.2,0.0,55.0,11.68,多云
河南,2025-07-18,33.3,38.3,27.9,0.0,44.0,12.47,多云
浙江,2025-07-18,27.4,32.5,25.0,4.25,85.0,6.46,中雨
海南,2025-07-18,29.8,32.7,26.8,0.0,82.0,11.53,多云
湖北,2025-07-18,32.8,36.2,30.0,0.7,66.0,13.0,中毛毛雨
湖南,2025-07-18,31.3,36.7,27.4,4.25,75.0,11.9,中雨
甘肃,2025-07-18,26.3,34.1,22.6,4.25,68.0,7.81,大雨
福建,2025-07-18,28.9,32.2,26.2,4.25,82.0,11.22,小雨
西藏,2025-07-18,18.3,24.7,11.8,0.1,46.0,13.68,小毛毛雨
贵州,2025-07-18,24.2,29.0,20.7,4.25,80.0,12.0,小雨
辽宁,2025-07-18,24.2,28.0,21.6,3.2,86.0,7.0,小雨
重庆,2025-07-18,34.4,40.1,30.2,0.2,59.0,9.99,小毛毛雨
陕西,2025-07-18,34.1,39.3,29.4,0.0,49.0,11.78,多云
青海,2025-07-18,21.8,29.3,16.7,4.25,75.0,10.87,大雨
黑龙江,2025-07-18,24.0,27.6,21.5,4.25,85.0,7.21,小雨
上海,2025-07-19,28.8,32.4,25.5,1.8,81.0,11.89,小雨
云南,2025-07-19,19.5,25.7,16.6,4.25,84.0,6.51,中雨
内蒙古,2025-07-19,22.3,26.6,19.2,4.25,83.0,5.18,大雨
北京,2025-07-19,31.6,35.8,26.5,4.25,50.0,3.62,中雨
吉林,2025-07-19,25.4,29.2,21.2,0.8,79.0,11.58,小毛毛雨
四川,2025-07-19,27.7,32.0,24.8,4.25,85.0,6.61,大雨
天津,2025-07-19,28.1,33.5,24.6,0.0,72.0,7.91,多云
宁夏,2025-07-19,23.4,27.4,21.5,4.25,85.0,5.2,大雨
安徽,2025-07-19,31.2,36.7,25.8,1.8,62.0,12.67,中毛毛雨
山东,2025-07-19,32.1,37.5,26.2,0.0,48.0,12.13,多云
山西,2025-07-19,26.7,31.9,23.1,4.25,58.0,3.43,小雨
广东,2025-07-19,28.7,33.1,25.9,4.25,84.0,10.58,中雨
广西,2025-07-19,29.4,32.5,27.0,4.25,86.0,9.0,大雨
新疆,2025-07-19,30.5,38.0,22.2,0.0,24.0,13.21,晴天
江苏,2025-07-19,30.2,35.9,25.6,0.9,72.0,10.58,小毛毛雨
江西,2025-07-19,32.8,37.7,28.5,1.0,59.0,11.88,中毛毛雨
河北,2025-07-19,31.1,36.5,26.5,0.1,56.0,8.45,小毛毛雨
河南,2025-07-19,33.4,38.2,28.2,0.0,41.0,11.11,多云
浙江,2025-07-19,28.9,33.6,24.7,0.9,80.0,10.76,小毛毛雨
海南,2025-07-19,28.7,29.5,27.3,4.25,85.0,1.34,中雨
湖北,2025-07-19,32.4,37.0,26.6,0.0,55.0,13.0,大部晴朗
湖南,2025-07-19,32.6,39.2,27.7,0.5,63.0,13.0,小毛毛雨
甘肃,2025-07-19,22.3,25.1,20.1,1.9,75.0,2.15,中毛毛雨
福建,2025-07-19,27.4,28.8,26.3,4.25,88.0,2.36,大毛毛雨
西藏,2025-07-19,19.6,27.6,13.0,0.0,44.0,11.5,多云
贵州,2025-07-19,23.6,27.9,20.0,2.8,81.0,11.45,中毛毛雨
辽宁,2025-07-19,25.7,29.2,21.9,2.0,81.0,11.98,中毛毛雨
重庆,2025-07-19,30.1,34.2,27.3,4.25,79.0,10.52,大雨
陕西,2025-07-19,32.7,39.2,26.4,3.7,53.0,9.75,中雨
青海,2025-07-19,17.1,18.9,15.0,4.25,86.0,0.0,中雨
黑龙江,2025-07-19,25.9,30.2,20.9,0.1,79.0,9.14,小毛毛雨
上海,2025-07-20,29.5,33.2,26.8,0.5,77.0,12.81,小毛毛雨
云南,2025-07-20,20.1,26.0,15.1,4.25,79.0,12.8,小雨
内蒙古,2025-07-20,21.8,27.5,16.5,0.0,68.0,13.0,多云
北京,2025-07-20,25.8,28.0,24.3,4.25,86.0,4.22,中雨
吉林,2025-07-20,22.6,24.8,20.0,4.25,85.0,0.4,大毛毛雨
四川,2025-07-20,27.8,31.9,24.6,2.9,81.0,11.6,小雨
天津,2025-07-20,25.8,27.4,23.6,4.25,92.0,0.0,小雨
宁夏,2025-07-20,23.5,28.3,19.5,0.3,67.0,12.07,小毛毛雨
安徽,2025-07-20,32.8,37.8,28.4,0.0,61.0,12.53,多云
山东,2025-07-20,30.4,34.7,27.5,2.0,63.0,9.71,中毛毛雨
山西,2025-07-20,24.0,27.1,21.6,4.25,80.0,7.68,中雨
广东,2025-07-20,27.6,29.2,25.8,4.25,85.0,0.06,中雨
广西,2025-07-20,29.2,32.2,26.8,4.25,80.0,7.91,中雨
新疆,2025-07-20,30.9,38.4,24.1,0.0,22.0,11.19,多云
江苏,2025-07-20,31.4,36.3,27.2,0.0,67.0,12.98,局部多云
江西,2025-07-20,31.7,37.2,28.2,4.25,64.0,10.52,中雨
河北,2025-07-20,26.8,28.9,24.0,4.25,86.0,0.52,中雨
河南,2025-07-20,33.2,38.4,28.8,0.0,43.0,8.57,多云
浙江,2025-07-20,30.0,34.2,26.2,0.3,74.0,12.47,小毛毛雨
海南,2025-07-20,27.0,28.4,25.1,4.25,92.0,1.56,中雨
湖北,2025-07-20,33.3,37.6,29.0,0.5,60.0,10.34,中毛毛雨
湖南,2025-07-20,31.0,37.5,28.8,4.25,72.0,7.34,大雨
甘肃,2025-07-20,22.5,27.3,18.8,0.1,65.0,8.03,小毛毛雨
福建,2025-07-20,27.6,30.1,26.5,4.25,86.0,5.33,中雨
西藏,2025-07-20,16.7,22.1,12.5,4.25,70.0,11.14,小雨
贵州,2025-07-20,24.0,29.1,19.2,0.4,73.0,11.2,小毛毛雨
辽宁,2025-07-20,24.3,26.1,23.0,4.25,88.0,0.3,小雨
重庆,2025-07-20,28.4,31.8,25.0,4.25,85.0,6.28,中雨
陕西,2025-07-20,24.7,26.9,23.0,4.25,81.0,2.58,大雨
青海,2025-07-20,17.3,22.2,14.4,2.4,73.0,8.73,中毛毛雨
黑龙江,2025-07-20,24.1,26.0,21.5,4.25,81.0,2.0,小雨
上海,2025-07-21,29.4,32.2,27.4,0.9,76.0,12.5,小毛毛雨
云南,2025-07-21,20.5,26.5,14.6,3.4,76.0,11.13,小雨
内蒙古,2025-07-21,21.6,28.2,15.0,0.0,63.0,13.1,晴天
北京,2025-07-21,27.6,31.9,23.4,0.1,75.0,12.28,小毛毛雨
吉林,2025-07-21,24.0,28.9,19.5,0.2,79.0,10.86,小毛毛雨
四川,2025-07-21,28.5,32.5,24.6,0.0,71.0,11.53,多云
天津,2025-07-21,26.8,31.1,23.0,1.5,81.0,12.5,中毛毛雨
宁夏,2025-07-21,24.2,31.4,17.1,0.0,56.0,12.3,晴天
安徽,2025-07-21,32.7,37.0,28.4,0.9,60.0,12.69,中毛毛雨
山东,2025-07-21,26.5,29.0,24.5,4.25,88.0,4.5,小雨
山西,2025-07-21,23.9,29.1,19.2,0.7,75.0,12.53,小毛毛雨
广东,2025-07-21,26.7,30.6,25.1,4.25,91.0,5.32,大雨
广西,2025-07-21,27.7,30.2,26.0,4.25,84.0,1.0,中雨
新疆,2025-07-21,28.7,33.1,24.0,0.0,34.0,10.57,多云
江苏,2025-07-21,31.2,35.1,27.5,0.2,67.0,11.75,小毛毛雨
江西,2025-07-21,31.2,37.6,27.7,4.25,68.0,10.73,大雨
河北,2025-07-21,27.5,31.6,23.0,1.3,76.0,11.97,大毛毛雨
河南,2025-07-21,30.1,34.1,26.0,0.1,58.0,11.76,小毛毛雨
浙江,2025-07-21,29.8,34.5,26.6,3.0,73.0,12.6,中毛毛雨
海南,2025-07-21,26.4,27.4,25.5,4.25,92.0,0.0,中雨
湖北,2025-07-21,33.2,36.7,30.3,2.5,60.0,12.5,中毛毛雨
湖南,2025-07-21,29.8,34.4,27.2,4.25,79.0,11.45,中雨
甘肃,2025-07-21,23.3,30.5,16.9,0.0,65.0,12.9,大部晴朗
福建,2025-07-21,25.6,26.7,25.2,4.25,96.0,0.01,大雨
西藏,2025-07-21,16.5,22.3,11.3,4.25,68.0,11.56,中雨
贵州,2025-07-21,22.0,25.5,20.0,4.25,87.0,7.91,小雨
辽宁,2025-07-21,25.3,29.2,22.1,3.6,83.0,9.12,大毛毛雨
重庆,2025-07-21,26.9,31.8,23.8,4.25,89.0,5.54,大雨
陕西,2025-07-21,26.6,30.9,23.0,0.0,73.0,10.48,多云
青海,2025-07-21,18.3,25.0,11.3,0.0,67.0,13.06,大部晴朗
黑龙江,2025-07-21,24.9,30.1,20.0,0.0,69.0,14.3,多云
上海,2025-07-22,29.3,33.0,26.6,0.9,75.0,12.51,小毛毛雨
云南,2025-07-22,20.7,25.6,17.0,3.2,75.0,11.69,中毛毛雨
内蒙古,2025-07-22,23.1,28.8,16.7,0.0,66.0,13.11,大部晴朗
北京,2025-07-22,28.6,32.7,24.6,0.0,71.0,12.61,晴天
吉林,2025-07-22,26.4,31.4,22.0,0.0,72.0,13.89,晴天
四川,2025-07-22,27.9,32.8,24.0,2.1,82.0,8.66,中毛毛雨
天津,2025-07-22,27.2,31.6,23.0,0.0,81.0,12.21,多云
宁夏,2025-07-22,25.3,31.5,18.5,1.0,60.0,11.77,中毛毛雨
安徽,2025-07-22,31.0,35.5,28.1,0.4,65.0,10.19,小毛毛雨
山东,2025-07-22,26.3,30.5,23.8,4.25,87.0,5.51,大雨
山西,2025-07-22,25.1,30.9,20.5,1.8,70.0,11.82,小毛毛雨
广东,2025-07-22,27.4,30.9,25.0,4.25,85.0,6.58,中雨
广西,2025-07-22,27.3,31.2,25.4,4.25,87.0,7.58,大雨
新疆,2025-07-22,28.1,32.6,23.5,0.0,31.0,12.94,局部多云
江苏,2025-07-22,28.7,32.5,26.6,4.25,78.0,4.96,中雨
江西,2025-07-22,28.7,33.0,26.0,4.25,78.0,6.07,小雨
河北,2025-07-22,28.7,32.8,24.4,0.2,72.0,11.83,小毛毛雨
河南,2025-07-22,27.2,30.9,24.1,4.25,82.0,6.29,中雨
浙江,2025-07-22,27.5,31.0,26.0,4.25,86.0,1.99,中雨
海南,2025-07-22,29.3,32.9,26.5,0.1,74.0,11.75,小毛毛雨
湖北,2025-07-22,30.3,33.2,28.1,4.25,69.0,9.73,中雨
湖南,2025-07-22,28.1,30.0,26.7,4.25,84.0,2.05,小雨
甘肃,2025-07-22,25.3,33.2,18.1,0.0,59.0,12.35,多云
福建,2025-07-22,26.2,27.8,25.1,4.25,91.0,0.0,中雨
西藏,2025-07-22,16.1,21.5,12.9,4.25,72.0,11.69,大毛毛雨
贵州,2025-07-22,21.4,25.7,20.1,4.25,92.0,3.86,中雨
辽宁,2025-07-22,26.5,31.0,21.8,0.0,77.0,13.53,晴天
重庆,2025-07-22,27.6,31.8,25.1,4.25,88.0,5.2,中雨
陕西,2025-07-22,28.2,32.9,23.8,0.5,74.0,12.09,小毛毛雨
青海,2025-07-22,20.0,27.1,13.1,0.2,73.0,13.0,小毛毛雨
黑龙江,2025-07-22,28.1,33.5,22.8,0.0,70.0,14.31,大部晴朗
上海,2025-07-23,29.5,33.3,26.3,0.4,74.0,12.67,小毛毛雨
云南,2025-07-23,19.5,22.8,17.1,4.25,83.0,9.13,中雨
内蒙古,2025-07-23,21.5,25.8,19.4,4.25,84.0,1.1,大雨
北京,2025-07-23,27.8,32.8,24.4,4.25,80.0,7.43,小雨
吉林,2025-07-23,26.6,30.9,22.5,0.9,74.0,10.44,中毛毛雨
四川,2025-07-23,27.0,31.3,24.2,4.25,86.0,9.23,大雨
天津,2025-07-23,27.8,32.6,24.2,4.25,83.0,11.28,小雨
宁夏,2025-07-23,27.3,33.5,21.2,0.4,62.0,11.87,小毛毛雨
安徽,2025-07-23,31.8,36.5,27.6,0.0,62.0,11.99,多云
山东,2025-07-23,27.6,31.5,25.4,4.25,85.0,5.85,中雨
山西,2025-07-23,25.4,31.2,20.2,4.25,73.0,12.2,中雨
广东,2025-07-23,27.1,32.0,25.2,4.25,88.0,6.97,中雨
广西,2025-07-23,27.4,31.8,24.8,4.25,86.0,10.31,小雨
新疆,2025-07-23,27.7,33.7,20.0,0.0,26.0,13.1,晴天
江苏,2025-07-23,31.3,36.2,26.4,0.0,64.0,12.86,局部多云
江西,2025-07-23,30.0,34.0,26.3,0.1,76.0,9.09,小毛毛雨
河北,2025-07-23,28.1,33.0,24.2,4.25,78.0,10.93,中雨
河南,2025-07-23,27.1,31.6,23.5,4.25,85.0,9.25,中雨
浙江,2025-07-23,29.0,33.8,24.8,1.0,77.0,12.85,中毛毛雨
海南,2025-07-23,28.1,32.8,25.7,4.25,85.0,9.46,大雨
湖北,2025-07-23,30.5,34.3,26.4,0.7,69.0,10.63,小毛毛雨
湖南,2025-07-23,28.4,32.2,26.0,0.9,81.0,4.76,小毛毛雨
甘肃,2025-07-23,25.5,31.6,19.4,0.7,62.0,12.18,小毛毛雨
福建,2025-07-23,27.8,30.8,25.9,3.8,84.0,11.2,中毛毛雨
西藏,2025-07-23,16.9,23.9,12.1,4.25,66.0,13.33,中雨
贵州,2025-07-23,20.7,22.7,19.7,4.25,94.0,0.81,中雨
辽宁,2025-07-23,26.0,29.9,23.5,4.25,84.0,8.78,中雨
重庆,2025-07-23,27.0,30.9,25.0,4.25,90.0,5.0,大雨
陕西,2025-07-23,29.5,34.2,24.8,0.3,67.0,12.3,小毛毛雨
青海,2025-07-23,20.2,26.8,14.0,0.1,68.0,9.45,小毛毛雨
黑龙江,2025-07-23,28.7,33.4,24.2,0.0,65.0,14.32,多云
上海,2025-07-24,29.5,32.8,26.6,1.6,75.0,12.84,中毛毛雨
云南,2025-07-24,19.5,24.3,17.2,4.25,83.0,8.05,中雨
内蒙古,2025-07-24,20.5,21.8,19.3,4.25,95.0,0.0,中雨
北京,2025-07-24,26.3,30.5,24.2,4.25,90.0,5.67,中雨
吉林,2025-07-24,26.8,31.2,24.0,2.0,76.0,6.51,中毛毛雨
四川,2025-07-24,26.3,30.3,23.8,4.25,88.0,9.2,中雨
天津,2025-07-24,27.1,31.4,23.7,4.25,90.0,4.17,中雨
宁夏,2025-07-24,22.1,24.6,21.1,4.25,89.0,3.05,小雨
安徽,2025-07-24,32.3,37.2,27.3,0.0,59.0,12.98,大部晴朗
山东,2025-07-24,29.8,33.4,27.0,0.0,73.0,11.39,多云
山西,2025-07-24,25.6,31.1,22.2,4.25,77.0,7.54,大雨
广东,2025-07-24,27.8,33.3,24.4,4.25,86.0,11.77,小雨
广西,2025-07-24,26.9,30.5,24.1,4.25,88.0,7.4,中雨
新疆,2025-07-24,27.8,33.7,20.0,0.0,26.0,8.94,多云
江苏,2025-07-24,31.3,36.7,26.3,0.2,64.0,12.73,小毛毛雨
江西,2025-07-24,31.7,36.0,28.0,0.0,67.0,13.0,晴天
河北,2025-07-24,27.4,32.0,24.5,4.25,87.0,2.36,中雨
河南,2025-07-24,29.3,33.8,25.2,3.2,78.0,11.56,小雨
浙江,2025-07-24,28.9,33.8,25.2,1.7,78.0,12.77,中毛毛雨
海南,2025-07-24,27.2,30.2,25.7,4.25,92.0,9.02,大雨
湖北,2025-07-24,32.8,37.0,28.4,0.0,62.0,13.0,大部晴朗
湖南,2025-07-24,29.6,34.1,26.0,1.1,81.0,12.0,小毛毛雨
甘肃,2025-07-24,21.7,25.8,18.3,4.25,72.0,6.03,中雨
福建,2025-07-24,28.6,31.7,25.9,0.9,78.0,11.65,小毛毛雨
西藏,2025-07-24,17.5,24.5,11.4,4.25,61.0,12.79,小雨
贵州,2025-07-24,20.9,24.1,19.2,4.25,92.0,3.0,小雨
辽宁,2025-07-24,26.7,30.2,23.0,2.7,81.0,8.31,中毛毛雨
重庆,2025-07-24,28.2,32.7,25.7,4.25,85.0,7.64,中雨
陕西,2025-07-24,31.1,36.3,25.8,0.0,60.0,11.05,多云
青海,2025-07-24,18.5,21.5,16.0,4.25,78.0,7.76,中雨
黑龙江,2025-07-24,28.1,32.5,24.6,1.5,72.0,9.72,中毛毛雨
上海,2025-07-25,29.5,32.9,27.2,2.3,74.0,12.31,中毛毛雨
云南,2025-07-25,19.3,23.6,17.1,4.25,87.0,5.26,小雨
内蒙古,2025-07-25,20.8,22.5,19.1,4.25,95.0,0.0,中雨
北京,2025-07-25,26.7,30.9,24.4,4.25,91.0,5.63,大雨
吉林,2025-07-25,24.2,25.5,22.5,4.25,92.0,0.0,中雨
四川,2025-07-25,25.4,29.9,23.3,4.25,92.0,4.65,大雨
天津,2025-07-25,29.1,32.8,25.4,1.0,81.0,9.55,小毛毛雨
宁夏,2025-07-25,23.2,27.5,19.6,0.5,83.0,10.47,小毛毛雨
安徽,2025-07-25,32.4,37.4,27.4,0.0,58.0,12.82,多云
山东,2025-07-25,29.9,34.2,26.1,0.0,71.0,12.46,多云
山西,2025-07-25,26.0,31.1,22.7,4.25,78.0,8.1,中雨
广东,2025-07-25,28.5,33.9,25.1,4.25,83.0,12.53,大雨
广西,2025-07-25,28.1,32.2,24.5,0.4,85.0,10.28,小毛毛雨
新疆,2025-07-25,29.4,35.4,22.4,0.0,30.0,11.34,多云
江苏,2025-07-25,31.0,35.8,26.5,0.1,65.0,12.75,小毛毛雨
江西,2025-07-25,31.9,36.6,27.9,0.0,64.0,12.13,多云
河北,2025-07-25,27.8,32.8,24.5,4.2,87.0,5.67,小雨
河南,2025-07-25,30.2,35.0,25.4,0.6,74.0,11.95,小毛毛雨
浙江,2025-07-25,28.9,32.8,26.1,4.25,77.0,11.77,大雨
海南,2025-07-25,27.7,29.9,25.5,3.5,88.0,12.57,小雨
湖北,2025-07-25,34.0,38.5,29.5,0.3,56.0,12.24,小毛毛雨
湖南,2025-07-25,30.5,34.1,26.9,0.3,80.0,13.0,小毛毛雨
甘肃,2025-07-25,22.1,27.4,19.0,4.25,74.0,7.81,大雨
福建,2025-07-25,29.5,35.1,26.0,4.25,76.0,10.68,大雨
西藏,2025-07-25,19.0,25.2,12.2,0.2,49.0,13.46,小毛毛雨
贵州,2025-07-25,22.1,27.0,19.3,4.25,87.0,8.82,中雨
辽宁,2025-07-25,27.3,30.6,24.2,0.0,77.0,8.33,多云
重庆,2025-07-25,30.4,35.2,25.9,0.1,75.0,12.01,小毛毛雨
陕西,2025-07-25,32.8,37.8,27.4,0.0,54.0,6.82,多云
青海,2025-07-25,19.6,25.0,14.8,2.1,75.0,12.67,中毛毛雨
黑龙江,2025-07-25,25.3,28.3,22.8,4.25,87.0,5.71,中雨
上海,2025-07-26,28.3,30.6,26.7,4.25,81.0,11.38,中毛毛雨
