region,date,average_temperature,highest_temperature,lowest_temperature,rainfall,humidity,sunshine_duration,weather_condition
宁夏,2023-01-12,-1.2,6.7,-6.7,0.0,54.0,9.32,多云
安徽,2023-01-12,12.4,19.9,7.2,0.4,84.0,7.89,小毛毛雨
山东,2023-01-12,5.3,10.3,0.2,1.4,88.0,3.13,中毛毛雨
山西,2023-01-12,1.4,3.5,-2.2,0.1,77.0,0.0,小毛毛雨
广东,2023-01-12,18.1,19.9,16.2,4.25,93.0,0.0,小雨
广西,2023-01-12,17.7,20.4,15.9,1.8,94.0,0.0,小毛毛雨
新疆,2023-01-12,-14.5,-11.2,-16.5,3.3,83.0,4.43,中雪
江苏,2023-01-12,13.1,20.2,8.4,1.9,86.0,6.86,小雨
江西,2023-01-12,14.6,18.0,10.8,4.25,88.0,1.91,中毛毛雨
河北,2023-01-12,0.9,3.3,-2.3,0.0,64.0,0.0,多云
河南,2023-01-12,3.2,5.2,0.5,0.5,91.0,0.0,小毛毛雨
浙江,2023-01-12,12.9,19.9,6.4,1.9,92.0,8.04,大毛毛雨
海南,2023-01-12,22.0,25.0,20.6,4.25,95.0,7.38,中雨
湖北,2023-01-12,13.0,17.4,9.6,1.2,88.0,1.83,中毛毛雨
湖南,2023-01-12,16.2,22.5,12.6,4.25,83.0,6.53,大雨
甘肃,2023-01-12,-2.5,6.2,-7.2,0.1,65.0,8.88,小雪
福建,2023-01-12,17.8,21.6,15.3,4.25,88.0,4.83,大毛毛雨
西藏,2023-01-12,2.2,8.2,-2.0,0.0,18.0,10.0,多云
贵州,2023-01-12,13.9,19.2,11.1,0.4,78.0,8.0,小毛毛雨
辽宁,2023-01-12,3.5,5.6,0.2,0.0,83.0,0.0,多云
重庆,2023-01-12,11.2,15.6,8.8,0.2,83.0,3.83,小毛毛雨
陕西,2023-01-12,3.8,9.9,-0.9,0.0,80.0,8.6,多云
青海,2023-01-12,-1.0,7.5,-7.2,0.0,28.0,9.2,多云
黑龙江,2023-01-12,-1.1,3.0,-6.4,0.0,85.0,6.39,多云
上海,2023-01-13,15.1,17.4,11.5,4.25,97.0,0.0,中雨
云南,2023-01-13,10.9,16.0,6.5,0.0,52.0,10.59,晴天
内蒙古,2023-01-13,-5.4,1.4,-12.5,1.4,50.0,0.0,中雪
北京,2023-01-13,2.0,6.7,-2.2,0.0,64.0,1.52,多云
吉林,2023-01-13,-4.8,2.5,-11.8,4.25,64.0,0.0,中雪
四川,2023-01-13,9.8,14.4,6.2,0.0,67.0,2.0,多云
天津,2023-01-13,1.5,7.0,-1.7,0.5,69.0,3.0,小雪
宁夏,2023-01-13,-4.8,-0.9,-9.1,0.4,41.0,1.33,小雪
安徽,2023-01-13,12.3,15.6,9.1,3.5,97.0,0.0,中毛毛雨
山东,2023-01-13,3.7,5.4,0.0,0.9,94.0,0.0,小毛毛雨
山西,2023-01-13,0.4,7.1,-5.0,3.5,72.0,7.0,中雪
广东,2023-01-13,21.4,25.5,19.2,4.25,92.0,3.53,小雨
广西,2023-01-13,20.0,27.5,16.5,0.0,87.0,6.27,多云
新疆,2023-01-13,-17.037499999999998,-11.849999999999998,-22.8,0.0,70.0,8.83,多云
江苏,2023-01-13,13.8,17.7,10.4,3.8,95.0,0.0,小雨
江西,2023-01-13,17.6,22.5,14.7,4.25,92.0,3.9,中雨
河北,2023-01-13,1.9,9.4,-3.8,4.25,80.0,5.09,小雪
河南,2023-01-13,4.8,6.9,2.5,0.3,81.0,0.0,小毛毛雨
浙江,2023-01-13,15.3,16.4,13.7,4.25,98.0,0.0,中雨
海南,2023-01-13,21.4,24.1,19.1,0.6,96.0,9.33,中毛毛雨
湖北,2023-01-13,13.7,18.6,8.3,4.25,87.0,5.37,中雨
湖南,2023-01-13,16.3,24.0,10.1,3.1,88.0,7.99,小雨
甘肃,2023-01-13,-7.8,-5.3,-10.5,0.1,40.0,2.33,小雪
福建,2023-01-13,17.0,18.0,16.2,4.25,99.0,0.0,小雨
西藏,2023-01-13,3.6,10.5,-1.1,0.0,20.0,10.0,晴天
贵州,2023-01-13,13.2,20.9,8.6,0.0,78.0,9.34,多云
辽宁,2023-01-13,-1.5,4.0,-7.0,3.5,67.0,0.0,中雪
重庆,2023-01-13,11.0,15.7,7.2,0.7,81.0,0.85,小毛毛雨
陕西,2023-01-13,2.8,5.9,-0.8,1.1,61.0,0.0,小雪
青海,2023-01-13,-9.4,-5.2,-14.4,0.0,56.0,6.52,多云
黑龙江,2023-01-13,-7.4,1.9,-14.4,0.0,65.0,6.67,多云
上海,2023-01-14,8.3,11.3,3.3,4.25,89.0,0.0,小雨
云南,2023-01-14,10.3,16.9,4.7,0.0,47.0,10.6,晴天
内蒙古,2023-01-14,-12.9,-8.2,-16.1,0.0,31.0,8.0,多云
北京,2023-01-14,-4.8,-2.0,-7.8,0.0,23.0,6.47,多云
吉林,2023-01-14,-15.6,-11.849999999999998,-18.6,0.1,29.0,6.48,小雪
四川,2023-01-14,5.9,7.4,3.5,0.0,34.0,0.0,多云
天津,2023-01-14,-4.8,-1.5,-7.2,0.2,26.0,6.0,小雪
宁夏,2023-01-14,-10.0,-6.8,-13.1,0.0,43.0,8.24,多云
安徽,2023-01-14,4.7,11.1,-0.2,4.25,84.0,0.0,中雪
山东,2023-01-14,-3.7,-0.4,-5.7,2.3,55.0,2.34,中雪
山西,2023-01-14,-6.6,-2.1,-9.4,1.9,38.0,6.97,中雪
广东,2023-01-14,22.1,26.0,20.0,1.5,87.0,8.17,中毛毛雨
广西,2023-01-14,20.5,26.6,16.0,0.3,82.0,7.0,小毛毛雨
新疆,2023-01-14,-17.037499999999998,-11.849999999999998,-23.0,0.0,65.0,8.85,多云
江苏,2023-01-14,4.8,10.8,-0.6,4.25,87.0,0.0,小雪
江西,2023-01-14,10.9,17.0,4.7,4.25,80.0,0.27,中雨
河北,2023-01-14,-2.8,0.1,-5.5,1.7,54.0,4.22,中雪
河南,2023-01-14,-0.7,4.6,-3.9,4.25,71.0,0.0,中雪
浙江,2023-01-14,10.3,15.9,3.5,4.25,92.0,0.0,小雨
海南,2023-01-14,21.1,24.2,18.0,0.0,96.0,10.4,多云
湖北,2023-01-14,4.6,7.9,-0.1,3.4,74.0,0.0,大雪
湖南,2023-01-14,7.2,9.8,1.6,4.25,78.0,0.0,小雨
甘肃,2023-01-14,-10.7,-8.1,-13.4,0.6,48.0,4.95,小雪
福建,2023-01-14,18.9,23.8,15.1,0.3,92.0,8.0,小毛毛雨
西藏,2023-01-14,5.3,10.7,0.0,0.0,11.0,10.05,晴天
贵州,2023-01-14,5.9,8.4,2.1,0.2,82.0,1.44,小毛毛雨
辽宁,2023-01-14,-11.4,-7.6,-14.6,0.0,26.0,5.0,多云
重庆,2023-01-14,5.4,8.2,2.9,3.7,70.0,0.0,中毛毛雨
陕西,2023-01-14,-1.3,-0.6,-2.8,1.8,53.0,0.0,中雪
青海,2023-01-14,-14.0,-10.3,-16.2,0.0,58.0,7.0,多云
黑龙江,2023-01-14,-17.037499999999998,-11.849999999999998,-22.1,0.0,43.0,8.64,多云
上海,2023-01-15,0.6,3.2,-1.5,1.5,76.0,0.0,中雪
云南,2023-01-15,8.0,16.8,1.8,0.1,71.0,10.61,小毛毛雨
内蒙古,2023-01-15,-15.1,-10.8,-19.0,0.0,49.0,8.99,晴天
北京,2023-01-15,-6.3,-0.6,-10.4,0.0,22.0,9.0,多云
吉林,2023-01-15,-17.037499999999998,-11.849999999999998,-20.6,0.0,33.0,8.77,晴天
四川,2023-01-15,3.6,6.3,2.0,0.0,49.0,7.39,多云
天津,2023-01-15,-6.5,-2.0,-9.9,0.0,23.0,9.0,多云
宁夏,2023-01-15,-11.2,-5.6,-15.2,0.0,29.0,9.36,多云
安徽,2023-01-15,-1.2,0.9,-3.4,3.5,57.0,3.88,大雪
山东,2023-01-15,-5.4,-2.4,-8.2,0.0,23.0,9.0,多云
山西,2023-01-15,-8.9,-5.7,-11.8,0.0,28.0,9.13,多云
广东,2023-01-15,11.7,17.9,7.6,3.9,71.0,0.94,中毛毛雨
广西,2023-01-15,11.0,14.9,6.7,0.9,58.0,0.0,小毛毛雨
新疆,2023-01-15,-17.037499999999998,-11.849999999999998,-21.5,0.0,47.0,8.87,多云
江苏,2023-01-15,-2.0,-0.2,-3.5,1.6,58.0,2.42,中雪
江西,2023-01-15,2.1,4.0,0.9,4.25,74.0,1.12,中雪
河北,2023-01-15,-3.8,1.0,-7.4,0.0,32.0,9.0,多云
河南,2023-01-15,-2.0,2.5,-5.2,0.3,43.0,5.81,小雪
浙江,2023-01-15,0.0,3.1,-1.8,0.2,66.0,0.0,小雪
海南,2023-01-15,19.4,21.0,16.2,1.0,90.0,0.0,小毛毛雨
湖北,2023-01-15,0.2,2.9,-2.2,2.2,56.0,6.5,中雪
湖南,2023-01-15,1.0,2.2,-0.1,1.8,64.0,0.0,中雪
甘肃,2023-01-15,-9.3,-3.9,-13.8,0.0,41.0,9.0,多云
福建,2023-01-15,11.3,14.5,9.1,3.1,83.0,0.0,中毛毛雨
西藏,2023-01-15,5.5,9.2,1.2,0.0,9.0,10.05,晴天
贵州,2023-01-15,-1.4,1.1,-2.5,3.6,81.0,0.0,中雪
辽宁,2023-01-15,-14.1,-10.1,-17.0,0.0,24.0,9.03,大部晴朗
重庆,2023-01-15,2.2,3.7,1.1,4.25,82.0,0.07,中雪
陕西,2023-01-15,-1.9,1.5,-5.1,0.0,44.0,3.81,多云
青海,2023-01-15,-12.7,-5.2,-17.1,0.0,57.0,9.0,多云
黑龙江,2023-01-15,-17.037499999999998,-11.849999999999998,-22.9,0.0,47.0,8.72,局部多云
上海,2023-01-16,-0.2,2.8,-3.3,0.0,63.0,9.21,多云
云南,2023-01-16,6.5,15.1,0.9,0.2,65.0,6.86,小毛毛雨
内蒙古,2023-01-16,-14.2,-7.8,-19.9,0.0,45.0,9.08,多云
北京,2023-01-16,-5.4,-0.5,-10.8,0.0,26.0,9.0,晴天
吉林,2023-01-16,-14.7,-9.9,-19.1,0.0,39.0,8.77,大部晴朗
四川,2023-01-16,3.3,6.4,0.6,0.0,61.0,7.57,多云
天津,2023-01-16,-5.0,0.6,-9.9,0.0,30.0,9.0,局部多云
宁夏,2023-01-16,-8.9,-3.0,-14.6,0.0,28.0,7.88,多云
安徽,2023-01-16,-1.4,3.0,-5.3,0.0,55.0,9.56,多云
山东,2023-01-16,-3.0,1.5,-7.8,0.0,39.0,8.09,多云
山西,2023-01-16,-7.4,0.2,-14.3,0.0,25.0,8.27,多云
广东,2023-01-16,7.9,10.4,6.2,0.6,63.0,2.67,中毛毛雨
广西,2023-01-16,7.8,12.1,5.6,0.0,52.0,8.55,多云
新疆,2023-01-16,-14.8,-11.849999999999998,-18.8,0.0,39.0,8.89,多云
江苏,2023-01-16,-1.6,2.2,-4.7,0.0,52.0,9.83,多云
江西,2023-01-16,2.2,4.4,-0.4,0.1,53.0,5.96,小雪
河北,2023-01-16,-2.3,4.9,-6.8,0.0,21.0,8.99,多云
河南,2023-01-16,-1.2,3.6,-4.9,0.0,24.0,7.3,多云
浙江,2023-01-16,-0.3,3.2,-3.7,0.0,51.0,9.99,多云
海南,2023-01-16,14.2,15.3,12.7,4.25,81.0,0.7,中毛毛雨
湖北,2023-01-16,0.6,4.4,-4.1,0.0,54.0,7.12,多云
湖南,2023-01-16,1.6,5.2,-1.6,0.0,53.0,3.46,多云
甘肃,2023-01-16,-8.6,-5.5,-11.3,0.2,36.0,2.7,小雪
福建,2023-01-16,8.5,10.8,7.1,1.0,69.0,1.06,小毛毛雨
西藏,2023-01-16,3.6,7.6,-0.2,0.0,15.0,10.0,多云
贵州,2023-01-16,-2.3,-0.6,-3.5,0.0,72.0,0.0,多云
辽宁,2023-01-16,-11.5,-6.7,-15.3,0.0,29.0,9.03,晴天
重庆,2023-01-16,2.5,4.2,-0.4,0.7,81.0,0.0,小毛毛雨
陕西,2023-01-16,-2.6,2.9,-6.4,0.0,33.0,8.1,多云
青海,2023-01-16,-12.5,-8.6,-14.4,0.1,57.0,4.66,小雪
黑龙江,2023-01-16,-17.037499999999998,-11.849999999999998,-23.0,0.0,60.0,8.73,局部多云
上海,2023-01-17,1.7,5.4,-2.2,0.0,67.0,10.0,多云
云南,2023-01-17,8.5,15.5,3.1,0.1,71.0,10.3,小毛毛雨
内蒙古,2023-01-17,-12.5,-6.4,-17.5,0.0,53.0,8.9,多云
北京,2023-01-17,-2.9,2.7,-6.8,0.0,28.0,9.0,多云
吉林,2023-01-17,-12.4,-7.8,-14.5,0.0,45.0,8.77,多云
四川,2023-01-17,4.0,7.9,1.1,0.0,52.0,9.21,多云
天津,2023-01-17,-3.0,1.8,-6.1,0.0,31.0,9.0,多云
宁夏,2023-01-17,-8.0,-3.3,-11.2,0.0,37.0,9.38,局部多云
安徽,2023-01-17,1.7,7.4,-3.0,0.0,55.0,9.47,多云
山东,2023-01-17,-0.7,3.2,-4.1,0.0,40.0,8.01,多云
山西,2023-01-17,-5.7,-1.8,-9.6,0.0,30.0,9.11,多云
广东,2023-01-17,8.4,10.0,6.6,0.2,61.0,0.0,小毛毛雨
广西,2023-01-17,8.2,10.8,5.3,0.0,50.0,0.11,多云
新疆,2023-01-17,-17.037499999999998,-11.849999999999998,-19.5,0.0,61.0,8.91,多云
江苏,2023-01-17,0.9,5.8,-4.3,0.0,58.0,9.84,多云
江西,2023-01-17,4.3,8.1,1.9,0.0,54.0,7.18,多云
河北,2023-01-17,-1.4,3.9,-5.1,0.0,33.0,8.67,多云
河南,2023-01-17,1.6,5.8,-1.5,0.0,29.0,8.0,多云
浙江,2023-01-17,2.4,6.6,-3.2,0.0,58.0,9.99,多云
海南,2023-01-17,14.8,15.2,13.9,0.9,82.0,0.0,小毛毛雨
湖北,2023-01-17,2.0,7.4,-2.5,0.0,56.0,9.35,多云
湖南,2023-01-17,3.2,7.2,-0.6,0.0,60.0,9.88,多云
甘肃,2023-01-17,-7.8,-2.4,-12.8,0.0,37.0,8.51,多云
福建,2023-01-17,9.2,13.7,4.9,0.0,66.0,7.41,多云
西藏,2023-01-17,0.8,4.9,-3.7,0.0,16.0,10.0,多云
贵州,2023-01-17,-2.4,-0.1,-4.0,0.0,76.0,0.0,多云
辽宁,2023-01-17,-9.5,-3.9,-13.4,0.0,51.0,9.11,晴天
重庆,2023-01-17,3.8,6.6,2.3,0.0,79.0,1.69,多云
陕西,2023-01-17,-0.8,5.1,-4.2,0.0,33.0,8.37,多云
青海,2023-01-17,-11.8,-1.8,-18.2,0.0,54.0,9.18,多云
黑龙江,2023-01-17,-16.5,-10.8,-19.6,0.0,60.0,8.74,多云
上海,2023-01-18,1.9,7.4,-3.2,0.0,70.0,10.0,多云
云南,2023-01-18,6.3,10.6,1.5,4.25,87.0,4.65,小雨
内蒙古,2023-01-18,-11.1,-5.9,-15.6,0.0,54.0,9.06,大部晴朗
北京,2023-01-18,-3.8,2.8,-7.6,0.0,39.0,9.0,晴天
吉林,2023-01-18,-9.9,-5.1,-16.1,0.0,44.0,7.53,多云
四川,2023-01-18,3.9,8.4,-0.4,0.0,54.0,8.16,多云
天津,2023-01-18,-2.6,3.8,-6.7,0.0,37.0,9.0,晴天
宁夏,2023-01-18,-5.2,0.3,-10.2,0.0,30.0,9.67,晴天
安徽,2023-01-18,1.4,8.6,-4.2,0.0,64.0,9.55,多云
山东,2023-01-18,0.0,5.2,-4.8,0.0,34.0,9.09,多云
山西,2023-01-18,-5.0,3.0,-12.6,0.0,35.0,9.19,晴天
广东,2023-01-18,10.3,14.4,7.1,0.0,57.0,10.23,多云
广西,2023-01-18,10.1,14.8,7.2,0.0,49.0,6.46,多云
新疆,2023-01-18,-14.2,-11.8,-17.4,0.0,56.0,8.93,多云
江苏,2023-01-18,1.3,7.2,-3.5,0.0,62.0,9.84,多云
江西,2023-01-18,4.7,9.4,0.6,0.0,70.0,10.06,多云
河北,2023-01-18,0.4,7.7,-3.0,0.0,28.0,9.0,晴天
河南,2023-01-18,1.9,8.1,-3.4,0.0,32.0,9.05,多云
浙江,2023-01-18,2.9,8.6,-2.8,0.0,62.0,9.99,大部晴朗
海南,2023-01-18,14.8,15.5,13.7,1.5,81.0,2.31,小毛毛雨
湖北,2023-01-18,3.1,8.8,-2.5,0.0,61.0,9.39,多云
湖南,2023-01-18,4.5,9.4,-1.6,0.0,64.0,9.11,多云
甘肃,2023-01-18,-7.1,-1.2,-13.9,0.0,42.0,9.37,多云
福建,2023-01-18,9.5,12.9,7.6,0.0,71.0,2.3,多云
西藏,2023-01-18,0.1,5.4,-5.1,0.0,17.0,10.1,多云
贵州,2023-01-18,1.0,8.2,-3.0,0.0,71.0,5.68,多云
辽宁,2023-01-18,-7.3,0.4,-15.0,0.0,49.0,9.12,局部多云
重庆,2023-01-18,3.4,7.8,-0.9,0.0,80.0,5.56,多云
陕西,2023-01-18,-0.8,6.7,-6.2,0.0,37.0,9.68,多云
青海,2023-01-18,-10.7,-0.9,-17.0,0.0,45.0,9.27,多云
黑龙江,2023-01-18,-13.8,-8.8,-20.0,0.0,58.0,4.61,多云
上海,2023-01-19,2.5,9.3,-3.4,0.0,69.0,10.0,晴天
云南,2023-01-19,8.4,15.3,3.5,0.0,74.0,8.7,多云
内蒙古,2023-01-19,-11.4,-7.3,-16.0,0.0,41.0,9.14,多云
北京,2023-01-19,-2.7,4.1,-6.7,0.0,28.0,9.0,大部晴朗
吉林,2023-01-19,-8.7,-5.1,-12.5,0.1,54.0,5.19,小雪
四川,2023-01-19,4.0,10.0,-2.3,0.0,66.0,9.62,局部多云
天津,2023-01-19,-2.1,4.9,-6.7,0.0,31.0,9.0,晴天
宁夏,2023-01-19,-6.1,-2.8,-8.6,0.0,34.0,9.69,大部晴朗
安徽,2023-01-19,4.0,12.9,-1.8,0.0,62.0,9.64,多云
山东,2023-01-19,2.4,8.5,-2.6,0.0,36.0,9.08,多云
山西,2023-01-19,-4.0,0.0,-7.9,0.0,29.0,9.18,晴天
广东,2023-01-19,12.1,18.1,7.0,0.0,60.0,10.76,晴天
广西,2023-01-19,10.9,18.3,4.8,0.0,58.0,10.0,大部晴朗
新疆,2023-01-19,-16.3,-11.849999999999998,-19.0,0.0,78.0,8.95,多云
江苏,2023-01-19,3.4,11.0,-2.5,0.0,60.0,9.85,大部晴朗
江西,2023-01-19,7.3,12.1,3.5,0.0,63.0,8.13,多云
河北,2023-01-19,2.0,6.3,-4.7,0.0,26.0,9.0,晴天
河南,2023-01-19,4.5,9.8,-0.9,0.0,27.0,7.26,多云
浙江,2023-01-19,3.7,11.0,-2.8,0.0,71.0,10.0,晴天
海南,2023-01-19,15.4,17.1,13.2,0.0,79.0,8.16,多云
湖北,2023-01-19,5.9,12.1,1.6,0.0,61.0,9.66,多云
湖南,2023-01-19,7.4,12.1,3.1,0.0,57.0,8.01,多云
甘肃,2023-01-19,-7.5,-0.1,-12.7,0.0,37.0,9.45,晴天
福建,2023-01-19,8.9,14.6,4.2,0.0,76.0,9.02,多云
西藏,2023-01-19,0.3,7.6,-8.0,0.0,13.0,10.02,多云
贵州,2023-01-19,1.5,4.0,-1.0,0.0,71.0,0.29,多云
辽宁,2023-01-19,-3.8,1.3,-8.6,0.1,56.0,7.8,小雪
重庆,2023-01-19,4.1,8.2,-0.2,0.0,78.0,6.82,多云
陕西,2023-01-19,1.9,8.5,-2.1,0.0,38.0,9.3,多云
青海,2023-01-19,-9.8,-0.1,-17.3,0.0,34.0,9.27,晴天
黑龙江,2023-01-19,-14.8,-11.1,-19.0,0.3,67.0,7.42,小雪
上海,2023-01-20,3.6,9.2,-0.4,0.0,74.0,9.55,多云
云南,2023-01-20,9.7,15.8,5.2,0.1,70.0,10.48,小毛毛雨
内蒙古,2023-01-20,-13.5,-7.2,-20.0,0.0,42.0,9.04,多云
北京,2023-01-20,-5.8,-2.1,-9.1,0.0,19.0,9.0,晴天
吉林,2023-01-20,-15.4,-11.1,-18.8,0.2,45.0,8.87,小雪
四川,2023-01-20,4.9,9.7,0.9,0.0,65.0,7.43,多云
天津,2023-01-20,-5.6,-2.2,-8.4,0.0,21.0,9.0,晴天
宁夏,2023-01-20,-6.5,2.8,-15.2,0.0,37.0,9.7,局部多云
安徽,2023-01-20,3.4,9.6,-2.2,0.0,64.0,9.63,多云
山东,2023-01-20,-2.9,0.8,-6.8,0.0,24.0,9.17,多云
山西,2023-01-20,-6.0,-0.5,-10.6,0.0,26.0,9.26,晴天
广东,2023-01-20,13.8,19.5,9.6,0.0,58.0,10.0,多云
广西,2023-01-20,13.4,18.2,9.3,0.0,56.0,9.07,多云
新疆,2023-01-20,-14.9,-11.2,-17.8,0.0,68.0,8.97,多云
江苏,2023-01-20,2.8,8.1,-1.8,0.0,66.0,9.85,多云
江西,2023-01-20,7.5,12.9,2.5,0.0,59.0,7.92,多云
河北,2023-01-20,-3.1,1.6,-6.9,0.0,28.0,9.0,晴天
河南,2023-01-20,-0.7,3.5,-5.0,0.0,37.0,5.32,多云
浙江,2023-01-20,4.9,10.4,-0.8,0.0,67.0,10.0,多云
海南,2023-01-20,16.6,19.0,13.1,0.0,81.0,10.19,多云
湖北,2023-01-20,6.1,12.3,-0.3,0.0,57.0,8.19,多云
湖南,2023-01-20,6.9,11.7,1.5,0.0,63.0,4.4,多云
甘肃,2023-01-20,-7.1,-0.1,-12.5,0.0,36.0,9.54,多云
福建,2023-01-20,9.8,14.1,5.5,0.1,65.0,5.11,小毛毛雨
西藏,2023-01-20,4.0,9.6,-2.6,0.0,18.0,10.17,大部晴朗
贵州,2023-01-20,1.7,2.6,0.6,0.4,77.0,0.0,小雪
辽宁,2023-01-20,-12.6,-8.6,-14.8,0.0,23.0,9.41,局部多云
重庆,2023-01-20,4.6,8.6,-0.2,0.0,81.0,1.92,多云
陕西,2023-01-20,-0.6,4.6,-4.0,0.0,47.0,5.43,多云
青海,2023-01-20,-10.1,0.5,-18.1,0.0,38.0,9.27,多云
黑龙江,2023-01-20,-17.037499999999998,-11.849999999999998,-23.0,0.5,61.0,6.38,小雪
上海,2023-01-21,5.2,8.9,0.4,0.5,71.0,10.0,小毛毛雨
云南,2023-01-21,10.0,16.5,4.8,0.0,66.0,10.69,多云
内蒙古,2023-01-21,-10.9,-3.8,-17.3,0.0,52.0,9.12,大部晴朗
北京,2023-01-21,-5.1,0.6,-10.1,0.0,29.0,9.0,多云
吉林,2023-01-21,-12.8,-5.6,-17.5,0.0,47.0,1.53,小雪
四川,2023-01-21,4.6,7.9,1.4,0.0,71.0,0.24,多云
天津,2023-01-21,-3.7,1.0,-8.5,0.0,35.0,9.0,多云
宁夏,2023-01-21,-5.5,2.0,-12.6,0.0,27.0,9.71,多云
安徽,2023-01-21,5.8,11.6,0.2,2.1,70.0,8.41,中毛毛雨
山东,2023-01-21,2.4,7.8,-1.7,0.1,46.0,7.08,小毛毛雨
山西,2023-01-21,-3.5,3.9,-10.6,0.0,34.0,8.51,多云
广东,2023-01-21,15.7,20.5,11.0,0.0,70.0,6.85,多云
广西,2023-01-21,14.5,20.4,8.9,0.0,63.0,4.78,多云
新疆,2023-01-21,-12.3,-9.9,-16.6,4.25,73.0,0.0,中雪
江苏,2023-01-21,5.1,10.9,-0.6,2.4,67.0,9.83,中毛毛雨
江西,2023-01-21,9.6,13.6,6.3,0.7,63.0,7.0,中毛毛雨
河北,2023-01-21,-3.2,2.5,-7.8,0.0,35.0,6.92,多云
河南,2023-01-21,1.0,6.0,-4.6,0.0,50.0,4.27,多云
浙江,2023-01-21,7.2,11.8,3.9,0.0,74.0,5.42,多云
海南,2023-01-21,18.8,20.8,17.1,0.1,87.0,6.47,小毛毛雨
湖北,2023-01-21,6.0,9.9,2.0,3.4,71.0,3.55,中毛毛雨
湖南,2023-01-21,7.9,11.1,4.7,0.4,69.0,1.48,小毛毛雨
甘肃,2023-01-21,-5.8,-0.5,-11.6,0.0,40.0,7.07,多云
福建,2023-01-21,10.4,13.2,6.9,4.25,77.0,1.38,小雨
西藏,2023-01-21,4.8,9.3,-0.1,0.0,11.0,10.16,晴天
贵州,2023-01-21,3.5,8.6,0.6,0.3,83.0,0.0,小毛毛雨
辽宁,2023-01-21,-6.9,0.3,-14.6,0.6,46.0,7.74,小雪
重庆,2023-01-21,5.7,7.8,4.2,0.0,76.0,0.0,多云
陕西,2023-01-21,-1.5,2.4,-5.1,0.2,62.0,0.42,小雪
青海,2023-01-21,-9.7,-1.7,-15.1,0.0,38.0,8.86,多云
黑龙江,2023-01-21,-17.037499999999998,-11.849999999999998,-23.0,0.6,65.0,0.2,小雪
上海,2023-01-22,8.0,11.2,6.6,4.25,91.0,0.32,小雨
云南,2023-01-22,9.9,18.0,2.7,0.0,52.0,10.7,大部晴朗
内蒙古,2023-01-22,-10.2,-4.8,-15.7,0.0,52.0,8.04,多云
北京,2023-01-22,-3.5,3.3,-7.8,0.0,34.0,9.0,多云
吉林,2023-01-22,-17.037499999999998,-11.849999999999998,-22.1,0.0,60.0,5.24,多云
四川,2023-01-22,6.0,11.7,0.7,0.0,67.0,7.4,多云
天津,2023-01-22,-3.0,3.0,-7.2,0.0,58.0,9.0,多云
宁夏,2023-01-22,-4.6,0.6,-10.2,0.0,28.0,9.79,多云
安徽,2023-01-22,6.5,10.1,2.2,1.1,79.0,3.5,中毛毛雨
山东,2023-01-22,2.6,7.0,-1.6,0.1,71.0,8.97,小毛毛雨
山西,2023-01-22,-2.7,4.6,-9.1,0.0,28.0,9.33,局部多云
广东,2023-01-22,18.9,24.5,14.9,0.0,75.0,10.0,多云
广西,2023-01-22,16.8,20.8,14.1,1.9,83.0,2.4,中毛毛雨
新疆,2023-01-22,-14.0,-11.2,-17.8,1.7,84.0,8.0,中雪
江苏,2023-01-22,5.3,7.7,4.1,2.6,86.0,0.04,大毛毛雨
江西,2023-01-22,7.9,8.6,6.9,3.4,88.0,0.0,中毛毛雨
河北,2023-01-22,-2.7,4.8,-7.4,0.0,35.0,9.0,多云
河南,2023-01-22,1.3,7.2,-2.7,0.0,55.0,9.1,多云
浙江,2023-01-22,7.6,9.6,6.3,2.9,89.0,0.74,中毛毛雨
海南,2023-01-22,19.6,22.0,17.7,0.0,93.0,5.78,多云
湖北,2023-01-22,7.2,11.9,4.7,0.1,76.0,1.36,小毛毛雨
湖南,2023-01-22,5.8,6.6,5.0,3.8,88.0,0.0,中毛毛雨
甘肃,2023-01-22,-6.3,1.3,-12.6,0.0,34.0,9.52,多云
福建,2023-01-22,13.5,17.7,11.7,4.25,89.0,6.16,中雨
西藏,2023-01-22,5.5,11.3,-4.7,0.0,8.0,10.23,晴天
贵州,2023-01-22,1.9,5.2,-0.1,0.8,85.0,0.31,小雪
辽宁,2023-01-22,-10.9,-7.2,-16.9,0.9,51.0,0.0,小雪
重庆,2023-01-22,5.6,10.1,0.7,0.0,79.0,7.31,多云
陕西,2023-01-22,1.2,7.6,-3.0,0.0,56.0,9.98,多云
青海,2023-01-22,-9.8,0.7,-16.9,0.0,51.0,9.34,多云
黑龙江,2023-01-22,-17.037499999999998,-11.849999999999998,-23.0,0.0,66.0,8.0,多云
上海,2023-01-23,6.7,7.9,3.5,3.4,88.0,0.0,小毛毛雨
云南,2023-01-23,10.3,19.4,4.9,0.0,56.0,10.71,多云
内蒙古,2023-01-23,-17.037499999999998,-11.8,-22.1,0.0,31.0,9.29,局部多云
北京,2023-01-23,-6.8,-3.4,-14.2,0.8,31.0,9.0,中雪
吉林,2023-01-23,-17.037499999999998,-11.849999999999998,-23.0,0.0,37.0,8.04,多云
四川,2023-01-23,7.3,10.1,4.6,0.0,57.0,4.43,多云
天津,2023-01-23,-7.4,-4.4,-12.9,0.3,35.0,5.41,小雪
宁夏,2023-01-23,-12.2,-7.8,-20.8,0.0,35.0,9.34,多云
